Timestamp,Name,Summary,Website,Contact,Email,Phone,Street Address,City,State,Zip code,Latitude,Longitude,Category,Accuracy
,Sierra Club,Ohio Chapter,,Ben Wickizer,ben.wickizer@sierraclub.org,614-461-0734,131 North High Street,Columbus,OH,43215,39.9650708,-83.0019218,Advocacy,Municipality
,Sierra Club- Allegheny Group,"The Allegheny Group was organized in the April, 1970. It is one of 10 groups comprising the Pennsylvania Chapter. The Allegheny GroupÂÂs first projects involved legal battles to oppose granting strip mining permits which threatened irreplaceable local water supplies. It also fought in and out of the courts to protect the Clarion River from pulp mill wastes. It also did a study of lands on the Allegheny National Forest that might qualify as Wilderness areas under the 1964 National Wilderness Act.",http://alleghenysc.org/,"Barbara Grover, Group Chair",,412-802-6161,425 N. Craig St. Suite 202,Pittsburgh,PA,15213,40.443269,-79.95487,Advocacy,Zip code
,Somerset County Conservancy,"The Somerset County Conservancy, provides for the permanent protection of land and its resources. ",somersetcountyconservancy.org,Jim Moses,mail@somersetcountyconservancy.org,,P.O. Box 241,Somerset,PA,15501-0241,40.008961,-79.078838,Advocacy,Zip code
,Somerset County Conservation District,,http://www.somersetcd.com/index.html,Len Lichvar,,814-445-4652 x 5,"6024 Glades Pike, Suite 103",Somerset,PA,15501,40.02847,-79.1105,Advocacy,Zip code
,Southern Illinoisans Against Fracturing our Environment (SAFE),Ordinary citizens dedicated to preserving and protecting Illinois from the devastation which hydraulic fracturing is causing in communities around the U.S.,http://www.dontfractureillinois.net/mission/,,info@dontfractureillinois.org,,P.O. Box 117,Carbondale,IL,62901,37.707763,-89.19246,Advocacy,Zip code
,Southwest PA Environmental Health Project (SWPA-EHP),The Southwest Pennsylvania Environmental Health Project (SWPA-EHP) is a nonprofit environmental health organization created to assist and support Washington County residents who believe their health has been or could be impacted by natural gas drilling activities,http://www.environmentalhealthproject.org/,Raina Rippel - Project Director,info@environmentalhealthproject.org,724.260.5504,4198 Washington Road Suite 5,McMurray,PA,15317,40.2636055,-80.1317681,Education,Municipality
,St. Vincent College,Biology Department,,Cynthia Walter,cwalter@stvincent.edu,,300 Fraser Purchase Road,Latrobe,PA,15650,40.2927589,-79.404842,Education,Municipality
,Straight Scoop on Shale Drilling,"The Straight Scoop on Shale Drilling is a project of the League of Women Voters of Pennsylvaniaâs Citizen Education Fund, with support from the Colcom Foundation, implemented by League of Women Votersâ local chapters across Western Pennsylvania.",http://shale.palwv.org,,shalemarcella@gmail.com,412-261-4284,"425 Sixth Avenue, Suite 1490",Pittsburgh,PA,15219,40.443819,-79.98067,Advocacy,Zip code
,The Allegheny Front,"90.5 FM WESA, Pittsburgh's NPR Station",http://www.alleghenyfront.org,Reid R. Frazier,reid.frazier@verizon.net,412-315-6769,67 Bedford Square,Pittsburgh,PA,15203,40.429682,-79.986689,Press,Municipality
,The Bucyrus Telegraph Forum,,http://www.bucyrustelegraphforum.com,Russ Zimmer,razimmer@centralohio.com,740-328-8830,70 West Fourth Street,Mansfield,OH,44901,40.850833,-82.511369,Press,Zip code
,The Business Journal,"Since the first issue was published in 1984, the mission of The Business Journal has remained constant: to promote business and industry throughout Mahoning, Trumbull and Columbiana counties in Ohio as well as Mercer and Lawrence counties in Pennsylvania.",http://businessjournaldaily.com/,Andrea Wood,"awood@business-journal.com, dobrien@business-journal.com, info@business-journal.com, gnelson@business-journal.com",330-744-5023,25 E Boardman St Suite 306 PO Box 714,Youngstown,OH,44501,41.017082,-80.802854,Press,Zip code
,The Columbus Post Dispatch,Ohio Fracking/Environmental Journalist,,Spencer Hunt,shunt@dispatch.com,614-461-5200,34 S. 3rd St.,Columbus,OH,43215,39.9616864,-82.9976742,Press,Municipality
,The Endocrine Disruption Exchange,"TEDX is the only organization that focuses on the human health and environmental problems caused by low-dose and/or ambient exposure to chemicals that interfere with development and function, called endocrine disruptors. Their mission is to prevent damage to individuals from the moment they are conceived through the balance of their lives by chemicals that can alter how their bodies are formed and function.",http://endocrinedisruption.org/,"Theo Colborn, President",,970-527-4082,1407,Paonia,CO,81428,38.877695,-107.58799,Scientific,Zip code
,The Herald Standard,Shale Reporter,http://www.heraldstandard.com,Rachel Morgan,,724-439-7500,8 East Church Street,Uniontown,PA,15401,39.899906,-79.72475,Press,Municipality
,The Herald-Star,,http://www.heraldstaronline.com,,,740-283-4711,401 Herald Square,Steubenville,OH,43952,40.3653773,-80.6158329,Press,Municipality
,The Marcellus Effect,,http://marcelluseffect.blogspot.com/,Sue Heavenrich,sueheaven@gmail.com,,,Upstate,NY,,42.9211998,-75.5964966,Press,State
,The Ohio Environmental Council,"The mission of the Ohio Environmental Council is to secure healthy air, land, and water for all who call Ohio home",http://www.theoec.org/,,OEC@theOEC.org,614-487-7506,"1207 Grandview Avenue, Suite 201",Columbus,OH,43212,39.988114,-83.04268,Advocacy,Zip code
,The Ohio Genealogical Society,,http://www.ogs.org/research/search_cemepublic.php,Thomas Stephen Neel,tneel@ogs.org,419-886-1903,611 State Route 97 West,Bellville,OH,44813,40.611164,-82.4902369,Unknown,Municipality
,The Ohio Historical Society,,http://www.ohiohistory.org,,,614-297-2300,800 East 17th Avenue,Columbus,OH,43211,40.0047671,-82.9876186,Education,Municipality
,The Ohio State University,Labor and Industry Research in Ohio,http://glennschool.osu.edu/faculty/seligman/,Jason S. Seligman,seligman.10@osu.edu,614-247-4086,1810 College Road,Columbus,OH,43210,40.0009208,-83.0103746,Education,Municipality
,The Ohio State University - Extension,Shale Related Community Development,http://noble.osu.edu,Mike Lloyd,lloyd.4@osu.edu,740-732-5681,"Community Development, Noble County, Buckeye Hills EERA, 150 Court House",Caldwell,OH,43724,39.7478,-81.5158,Education,Municipality
,The Penn State Center,,http://pittsburgh.center.psu.edu/,Cindy Hasenjager,cjh47@psu.edu,412-263-1754,"Liberty Center, Suite R14-A, 1001 Liberty Avenue",Pittsburgh,PA,15222,40.444318,-79.994009,Education,Municipality
,The Pittsburgh Tribune Review,,http://www.triblive.com,Liz Hayes,,724-226-4680,503 Martindale Street,Pittsburgh,PA,15212,40.4492113,-80.0088105,Press,Municipality
,The Toledo Blade,,http://www.toledoblade.com,Tom Troy,tomtroy@theblade.com,419-724-6058,541 North Superior Street,Toledo,OH,43660,41.6551658,-83.5328301,Press,Municipality
,The Toledo Blade,,www.toledoblade.com,David Patch,dpatch@theblade.com,419-724-6094,541 North Superior Street,Toledo,OH,43660,41.6551658,-83.5328301,Press,Municipality
,The Tribune Chronicle,"Warren, OH Newspaper",http://www.tribune-chronicle.com/page/category.detail/nav/5056/Staff-Contacts.html,Brenda Linert,blinert@@tribtoday.com,330-841-1600,240 Franklin Street SE,Warren,OH,44483,41.2342433,-80.8159004,Press,Municipality
,The Vindicator,Mahoning Valley,http://www.vindy.com/news/2013/jan/06/utica-shale-area-smaller-than-some-thoug/,Burton Speakman,bspeakman@vindy.com,330-747-1471,107 Vindicator Square,Youngstown,OH,44503,41.1010519,-80.6544159,Press,Municipality
,The Woods Hole Research Center,National Biomass and Carbon Dataset,http://www.conservationgateway.org/ExternalLinks/Pages/national-biomass-and-carb.aspx,Josef M. Kellndorfer,jkellndorfer@whrc.org,508-540-9900,149 Woods Hole Road,Falmouth,MA,2540,41.54856,-70.643249,Scientific,Municipality
,Three Rivers Waterkeeper,"The Three Rivers Waterkeeper is a non-profit organization that serves as a voice for the waterways throughout Southwestern Pennsylvania. Our Mission is to protect the water quality of the Monongahela, Allegheny, and Ohio Rivers along with their respective watersheds through water sampling, discharge and use permit review, community engagement, and active investigation of all potential threats to water quality in the Three Rivers region. In doing so, the ultimate goal of the Three Rivers Waterkeeper is to provide a cleaner, healthier environment in and around our rivers.",http://www.threeriverswaterkeeper.org/index.html,,info@threeriverswaterkeeper.org,412-589-9411,623 East 8th Avenue,Homestead,PA,15120,40.395336,-79.90635,Advocacy,Zip code
,Tioga County Conservation District,"The Tioga County Conservation District was established by the Tioga County Commissioners November 4, 1946, with the primary mission to control and prevent soil erosion. Â  We are a political subdivision of the Commonwealth of Pennsylvania.",http://www.tiogacountypa.us/Departments/Conservation_District/Pages/ConservationDistrict.aspx,,etomlinson@tiogacountypa.us,570-724-1801,50 Plaza Lane,Wellsboro,PA,16901,41.736343,-77.31915,Advocacy,Zip code
,Transition Culver City,"Transition Culver City (TCC) seeks to educate and empower community members to become more resilient in the face of climate change, peak oil and economic instability.",http://www.transitionculvercity.org/,,transitionculvercity.org,,,Culver City,CA,,34.021611,-118.396209,Advocacy,Municipality
,Trout Unlimited (PA),"Since its founding in 1959, Trout Unlimited has played the leading role in protecting one of America's last great treasures. Our mission is To conserve, protect, restore and sustain Pennsylvania coldwater fisheries and their watersheds, especially our wild trout resources We restore streams through habitat improvement projects, conduct seminars on water quality and fisheries management, and work to educate the next generation about the importance of clean water and wild trout.",http://www.patrout.org/,"Southwest Region: Chuck Winters, Vice President",walterr28@hotmail.com,412-999-8292,1615 Power Run Rd.,Pittsburgh,PA,15238,40.518701,-79.86744,Advocacy,Zip code
,Trumbull Neighborhood Partnership,,,Matt Martin,matt@tnpwarren.org,330-599-9275,147 West Market Street,Warren,OH,44481,41.2360902,-80.8184238,Advocacy,Municipality
,Un-Naturalgas. Org,Home of the statewide ban on hydrofracking,http://un-naturalgas.org/weblog/,,un.naturalgas@gmail.com,,"GDOG,  443",Delhi,NY,13753,42.302716,-74.91667,Education,Zip code
,University of Cincinnati,College of Law,http://www.law.uc.edu/faculty-staff/adjunct-faculty/james-t-oreilly,Jim O'Reilly,james.oreilly@uc.edu,513-556-0062,2540 Clifton Avenue,Cincinnati,OH,45221,39.1287206,-84.5207186,Industry,Municipality
,University of San Francisco,School of Nursing and Health Professions,,Barbara Sattler,bsattler@usfca.edu,,2130 Fulton Street,San Francisco,CA,94117,37.7757012,-122.4510197,Education,Municipality
,University of Wisconsin Extension,Wisconsin Geological and Natural History Survey,http://www.siac.wisc.edu/index.php?option=com_geodirectory&view=contact&id=95%3Apeter-schoephoester&catid=93%3Ageoalliance&Itemid=119,Peter Schoephoester,schoephoeste@wisc.edu,608-262-2320,3817 Mineral Point Road,Madison,WI,53705,43.060732,-89.4397765,Scientific,Municipality
,"University of Wisconsin, Extension",Wisconsin Geological and Natural History Survey,http://wisconsingeologicalsurvey.org,Mike Parsen,mjparsen@wisc.edu,608-262-9419,3817 Mineral Point Road,Madison,WI,53705,43.060612,-89.43977,Scientific,Zipcode
,US Energy Information Administration,Natural Gas Experts,http://www.eia.gov/about/contact/natgas.cfm,Tu Tran,tu.tran@eia.gov,202-287-6589,"1000 Independence Avenue, SW",Washington,DC,20585,38.8869784,-77.0252967,Education,Municipality
,USDA-NRCS,State Soil Scientist,,Steven Baker,Steven.Baker@oh.usda.gov,614-255-2483,200 North High Street,Columbus,OH,43215,39.9667944,-83.0013183,Government,Municipality
,USDA-NRCS,National Soil Survey Center,http://soils.usda.gov/contact/nssc/,Steve Peaslee,steve.peaslee@lin.usda.gov,402-437-4084,"100 Centennial Mall North, Room 152",Lincoln,NE,68508-3866,40.813939,-96.699278,Government,Municipality
,USGS,Minerals Information,http://minerals.usgs.gov/minerals/pubs/state/,Michael S. Baker,mbaker@usgs.gov,703-648-4959,991 National Center,Reston,VA,20192,38.953285,-77.350535,Government,Zipcode
,USGS,Minerals Information,http://minerals.usgs.gov/minerals/pubs/state/,Florence C. Katrivanos,fkatrivanos@usgs.gov,703-648-6782,991 National Center,Reston,VA,20192,38.953285,-77.350535,Government,Zipcode
,Village of Somerset,,,Tom Johnson,tj1367@sbcglobal.net,740-621-3580,,Somerset,OH,43783,39.8070121,-82.2970941,Unknown,Municipality
,"Warren City, OH City Council",Shale Lease Proposal,http://warren.org/warren_city_council_members,"John Brown, Jr",biffbrown@aol.com,330-399-6657,711 Oak Knoll Avenue N.E.,Warren,OH,44483,41.2343951,-80.8170226,Government,Municipality
,Washington & Jefferson College,Energy Center,,Diane Stares,dstares@washjeff.edu,724-531-6863,60 South Lincoln Street,Washington,PA,15301,40.1705426,-80.2409819,Education,Municipality
,"Water QUEST, a program of ICES at Carnegie Mellon University","The goal is to continually generate a vibrant nurturing environment where high-impact research in engineered materials, devices, processes and systems is conceived, seeded and matured to achieve national and international recognition.",http://www.ices.cmu.edu/waterquest/home.asp,"Christina Cowan, Executive Assistant",ccowan@andrew.cum.edu,412-268-5229,"1201 Hamburg Hall, Carnegie Mellon University, 5000 Forbes Avenue",Pittsburgh,PA,15213,40.443269,-79.95487,Scientific,Zip code
,Wayne County Board of Commissioners,Wayne County Commissioner,,Ann M. Obrecht,,330-287-5400,428 West Liberty Street,Wooster,OH,44691,40.7975547,-81.9472086,Government,Municipality
,West Virginia Citizen Action Group,"WV-CAG has, since 1974, advocated for better public policy, rights of individuals, a clean environment and a strong democratic process. Our staff focuses its attention on regulatory agencies, the state legislature, the courts, and the news media.",http://www.wvcag.org/,"Gary Zuckett, Executive Director",linda@wvcag.org,304-346-5891,1500 Dixie Street,Charleston,WV,25311,38.351204,-81.58198,Advocacy,Zip code
,West Virginia Host Farms Program,The WV Host Farms Program is a grassroots effort. We are a group of concerned WV landowners impacted by Marcellus drilling in our area who are networking together. Our goal is to promote greater access opportunities for environmental researchers across the country to come to  West Virginia and study the imacts of Marcellus shale drilling.,http://www.wvhostfarms.org,Diane L. Pitcock,wvhostfarms@yahoo.com,304-873-3764,P.O. Box 214,West Union,WV,26456,39.293095,-80.77811,Education,Zip code
,West Virginia Sierra Club,"This site is intended as a basic introduction to Marcellus shale gas drilling in West Virginia, the mission is to ensure Marcellus Shale gas drilling in West Virginia is conducted responsibly and safely.",http://marcellus-wv.com/,,outreach@marcellus-wv.com,,Sierra Club West Virginia Chapter PO Box 4142,Morgantown,WV,26504,39.578512,-80.093007,Advocacy,Zip code
,West Virginia Surface Owner's Rights Organization,WV SORO is a growing statewide membership organization whose mission is to protect landowners from abuses by oil and gas drills. WV-SORO was formed in 2007 by concerned landowners. WV SORO focuses on public policy and regulatory changes.,http://wvsoro.org/index.html,Dave McMahon,wvdavid@wvdavid.net,304-346-5892,1501 Dixie Street,Charleston,WV,25311,38.351204,-81.58198,Advocacy,Zip code
,Western Colorado Congress,WCC is an organization dedicated to challenging injustice by organizing people to increase their power over decision that affect their lives.,http://wccongress.org/wcc/,"Frand Smith, Director of Organizing",frank@wccongress.org,970-256-7650,"128 North Sixth Street,  1931",Grand Junction,CO,81502,39.017876,-108.481354,Advocacy,Zip code
,Western Reserve Land Conservancy,,,Eddie Dengg,edengg@wrlandconservancy.org,440-528-4179,3850 Chagrin River Road,Moreland Falls,OH,44022,41.43932,-81.39232,Advocacy,Zip code
,Westmoreland Marcellus Citizens Group,"Our mission is to educate communities on the impacts of Marcellus shale drilling on the natural environment, health, and long-term economics and to enact land-use ordinances that will better serve the interest of Westmoreland County residents.",http://www.westmorelandmarcellus.blogspot.com/,Veronica Coptis,veronicacoptis@gmail.com,,,,PA,,40.3107986,-79.4669037,Scientific,County
,Whittier Hills Oil Watch,"The mission of the Whittier Hills Oil Watch (WHOW) is to engage Whittier residents in a discussion on the environmental, social, economic and political issues associated with the proposal by Matrix Oil to renew oil drilling and build a processing facilit",http://www.whittierhillsoilwatch.org/,,http://www.whittierhillsoilwatch.org/contact-us.php,,,Whittier Hills,CA,,33.9746,-118.0285,Education,Municipality
,Wilkes University Center for Environmental Quality,"The mission is to continue the Wilkes tradition of liberally educating our students for lifelong learning and success in a constantly evolving and multicultural world through a commitment to individualized attention, exceptional teaching, scholarship and academic excellence, while continuing the universityÂÂs commitment to community engagement.",http://www.wilkes.edu/water,"Tim Gilmour, President",mike.wood@wikes.edu,800-945-5378,"Wilkes University, 84 West South Street",Wilkes-Barre,PA,18766,41.244781,-75.88959,Scientific,Zip code
,Wisconsin Center for Investigative Journalism,Wisconsin Center for Investigative Journalism,,Kate Golden,kgolden@wisconsinwatch.org,608-262-3642,821 University Avenue,Madison,WI,53706,43.072651,-89.399771,Press,Municipality
,Wisconsin Center for Investigative Journalism,Wisconsin Center for Investigative Journalism,,Kate Prengaman,kprengaman@wisconsinwatch.org,608-262-3642,821 University Avenue,Madison,WI,53706,43.072651,-89.399771,Press,Municipality
,Wisconsin Department of Natural Resources,"Agency's lead on industrial or ""frac"" sand issues",http://dnr.wi.gov/topic/Mines/Silica.html,Deb Dix,deb.dix@wisconsin.gov,715-421-7809,101 South Webster Street,Madison,WI,53707-7921,43.075068,-89.380484,Government,Zipcode
,WOSU,Ohio State Public Radio,http://www.wosu.org,Tom Borgerding,,614-292-9678,2400 Olentangy River Road,Columbus,OH,43210,40.0102005,-83.0213614,Press,Municipality
,WVIZ/PBS & 90.3 WCPN ideastreamÂ®,Utical Shale Coverage,http://www.ideastream.org/,Michelle Kanu,Michelle.Kanu@ideastream.org,216-916-6480,1375 Euclid Avenue,Cleveland,OH,44115-1835,41.5010621,-81.6817761,Press,Municipality
,Yes On Measure P,Ban unconventional gas andoil extraction in Santa Barbara County,www.voteyesonp.org,"Jane Baxter, volunteer",jane.baxter@verizon.net,805-349-9909,829 East Fesler,Santa Maria,CA,93454,34.956906,-120.423153,Advocacy,Address
,Youngstown State University,"Geologicla and Environmental Sciences, Natural Gas and Water Resources Institute",,Jeffrey C. Dick,jeffreycdick@gmail.com,330-941-1756,One University Plaza,Youngstown,OH,44555,41.107003,-80.646809,Education,Municipality
,,,,Dorothy A. Faller,dorothyfaller@sbcglobal.net,440-793-5314,6889 Columbia Road,Olmsted Falls,OH,444138,41.390394,-81.902461,Advocacy,Municipality
11/23/2014 12:32,Concerned Residents of Oxford,To raise awareness of the risks of unconventional gas drilling and promote actions in the Souther Tier of New York State to ban drilling and all its attendance infrastructure and waste products.,https://www.facebook.com/ConcernedResidentsofOxford,Trellan Smith or Mina Takahashi,concernedresidentsofoxford@gmail.com,607-226-6483,P.O. Box 631,Oxford,NY,13830,42.4023,-75.5948,Advocacy,Municipality
11/23/2014 16:01,Catskill Citizens for Safe Energy,To prevent high-volume fracking iand to promote the development of renewable energy  systems.,http://www.catskillcitizens.org,Bruce Ferguson,info@catskillcitizens.org,845-468-7063,PO Box 103,Fremont Center,NY ,12736,41.8424,-75.0428,Advocacy,Municipality
11/23/2014 19:59,Sustainable Otsego,Promote sustainable practices,sustainableotsego.org,Adrian Kuzminski,adriankuzminski@gmail.com,607-547-9596,279 Donlon Road,Fly Creek,NY,13337,42.7181,-74.9832,Advocacy,Address
11/23/2014 20:50,Chenango CDOG,"1 create, assist, and coordinate action groups in the region 2 assemble and disseminate information to defend our families, land, and resources from potential harm. 3 critique agencies, leasing agents, and officeholders who downplay or obscure the dangers of gas drilling 4 help local governments strengthen and assert their power to protect their communities",,Mike Bernhard,mikebernhard@frontiernet.net,607-967-8274,534 Chase Road,Afton,NY,13730,42.2735,-75.5305,Education,Address
11/24/2014 8:45,Concerned Citizens of Otego,prevent shale-development/buildout/waste disposal in our community,,Dennis Higgins,higgindm@gmail.com,607-988-9647,592 Cty Rte 5,Otego,NY,13825,42.4004,-75.226,Advocacy,Address
11/24/2014 16:11,The Center for Biological Diversity,"The Center for Biological Diversity works through science, law and creative media to secure a future for all species, great or small, hovering on the brink of extinction. The Center for Biological Diversity (www.BiologicalDiversity.org) is a national nonprofit conservation organization with more than 500,000 members and online activists dedicated to the protection of endangered species and wild places. ",http://www.biologicaldiversity.org/,Ash Lauth,center@biologicaldiversity.org,415-436-9682 ,"351 California St., Ste. 600",San Francisco,CA,94104,37.7578,-122.4196,Advocacy,Address
11/25/2014 10:48,Advocates for Morris,To advocate for protections against hydrofracking in the Town of Morris,advocates.for.morris.blogspot,Maureen Dill,nofrackingway@hotmail.com,718-440-4717,PO Box 177,Morris,NY,13808,42.548,-75.2454,Advocacy,Municipality
1/12/2015 10:56,Save RGV from LNG,"Help Stop Liquefied Natural Gas from touching RGV ground. Protect our Coastal Ecosystem for now, and for the generations after us.",http://rgvstoplng.wix.com/,,saveRGVfromLNG@gmail.com,956-336-0809,Galeria 409 Art Gallery 409 E 13th Street,Brownsville,TX,78520,25.8999,-97.4978,Advocacy,Address
1/15/2015 15:24,Sierra Club Beyond Natural Gas,"To explore, enjoy and protect the wild places of the earth; To practice and promote the responsible use of earth's ecosystems and resources; To educate and enlist humanity to protect and restore the quality of the natural and human environment; and to use all lawful means to carry out these objectives. ",http://content.sierraclub.org/naturalgas/,Robert Gardner,Robert.Gardner@sierraclub.org,540-421-7558,"101 S. 2nd Street, #4",Harrisburg,Pennsylvania,17101,40.2589,-76.8796,Advocacy,Address
1/26/2015 15:59,Keystone Clean Water Team,"We are fact-based educators who empower citizens, and inspire our future generations to care for our community and environment.",http://www.pacleanwater.org,Brian Oram,cleanwater@carbonwaters.org,5703351947,15 Hillcrest Drive,Dallas,PA,18612,41.3381,-75.9577,Education,Address
2/4/2015 0:00,Deep Green Resistance NY,"Deep Green Resistance is an analysis, a strategy, and the only organization of its kind. As an analysis, it reveals civilization as the institution that is destroying life on Earth. As a strategy, it offers a concrete plan for how to stop that destruction. As an organization, Deep Green Resistance is implementing that strategy.  The goal of DGR is to deprive the rich of their ability to steal from the poor and the powerful of their ability to destroy the planet. This is a vast undertaking but it needs to be said: it can be done. Industrial civilization can be stopped.    DGR is an aboveground organization that uses direct action in the fight to save our planet. We also argue for the necessity of an underground that can target the strategic infrastructure of industrialization. But these actions alone are never a sufficient strategy for achieving a just outcome. Any strategy aiming for a livable future must include a call to build direct democracies based on human rights and sustainable material cultures.",https://deepgreenresistancenewyork.wordpress.com/,Frank Coughlin,newyork@deepgreenresistance.org,,,New York,NY,,40.7501,-73.9886,Advocacy,Municipality
2/27/2015 8:49,Sane Energy,Our primary goal is to replace the drive to build shale gas infrastructure with a drive to build renewable infrastructure. ,http://saneenergyproject.org/,Clare Donahue,clare@saneenergyproject.org,,,NY,NY,,40.7501,-73.9886,Advocacy,Municipality
3/5/2015 17:00,Public Herald,Dedicated to investigative journalism in the public interest.,PublicHerald.org,Melissa Troutman,melissa@publicherald.org,724-388-0464,"Paramount Film Exchange Bldg., 544 Miltenberger Street",Pittsburgh,PA,15219,40.43594,-79.981746,Press,Address
3/8/2015 0:38,Chesapeake Climate Action Network,"Our mission is to build and mobilize a powerful grassroots movement in this unique region that surrounds our nation’s capital to call for state, national and international policies that will put us on a path to climate stability.",http://chesapeakeclimate.org,Kristen Friedel,kristen@chesapeakeclimate.org,240-396-2025,"6930 Carroll Ave, Suite 720",Takoma Park,MD,20912,38.975296,-77.013949,Advocacy,Address
3/18/2015 11:58,Alliance of Nurses for Healthy Environments," Promoting healthy people and healthy environments by educating and leading the nursing profession, advancing research, incorporating evidence-based practice, and influencing policy",www.enviRN.org,Katie Huffling,katie@enviRN.org,240-753-3729,2901 Shepherd St.,Mount Rainier,MD,20712,38.939221,-76.96647,Advocacy,Address
3/20/2015 15:20,ForestEthics,Keep forests healthy and extreme oil in the ground,forestethics.org,Matt Krogh,mattkrogh@forestethics.org,3608202938,1329 N State St. Suite 302,Bellingham,Washington,98225,48.749509,-122.47605,Advocacy,Address
3/30/2015 19:09,Bronx Climate Justice North,"climate justice, anti-fracking and more",,Jennifer Scarlott,jen.scarlott@gmail.com,718-432-9060,"2501 Palisade Avenue, #D2",Bronx,New York,10463,40.881109,-73.92245,Advocacy,Address
4/4/2015 20:00,Save Western Maryland,"~Mission Statement~ Save Western Maryland, a collaborative community initiative, strives to safeguard the rights of the citizens, the rural heritage and the environment of Western Maryland's fragile eco-systems through education, research and outreach.  ~Vision ~ To protect the citizens, preserve the land, the water, the indigenous animals and plant life so future generations can experience Western Maryland's natural heritage.",,Eric Robison,EricRobison@hughes.net,301-616-0085,1094 Eagle Rock Road,Oakland,Maryland,21550,39.399211,-79.295947,Advocacy,Address
4/7/2015 9:39,Mansfield Gas Well Awareness,Awaerness and Ordinace Reform,http://mansfieldgaswellawareness.weebly.com/,Lance Irwin,Quijibo999@yahoo.com,817-689-7971,1208 Killian Dr.,Mansfield,Texas,76063,32.602291,-97.164111,Advocacy,Address
4/8/2015 10:13,Clean Air Council,Protecting everyone's right to breathe clean air,cleanair.org,Matt Walker or Sam Koplinka-Loehr,mwalker@cleanair.org; skl@cleanair.org,215-567-4004,135 S 19th Street,Philadelphia,PA,19103,39.950735,-75.172012,Advocacy,Address
4/21/2015 12:57,Public Lab ,"Public Laboratory for Open Technology and Science empowers residents to challenge government and industry environmental health data through collaborative development of inexpensive, open-source  monitoring tools and techniques.",www.publiclab.org,Stevie Lewis,stevie@publiclab.org,6032737027,4035 Washington Ave,New Orleans,LA,70125,29.951628,-90.1007,Scientific,Address
5/4/2015 15:55,No Fracked Gas in Mass,"To stop the Northeast Energy Direct pipeline, and help stop others",http://www.nofrackedgasinmass.org,Rosemary Wessel,nofrackedgasinmass@gmail.com,413-634-5726,90 Trow Road,Cummington,MA,1026,42.466573,-72.950034,Advocacy,Address
5/27/2015 13:13,HEAL Utah ,Powering Action to Protect Utah,healutah.org,Laura Schmidt- Outreach Coordinator,laura@healutah.org,801-355-5055,824 S 400 W Suite B111,Salt Lake City ,Utah,84101,40.751247,-111.902933,Education,Address
5/27/2015 13:21,Peaceful Uprising ,Defending a livable future through nonviolent action,http://www.peacefuluprising.org/ twitter.com/peace_up_,,info@peacefuluprising.org,801-747-9871,PO Box 521011,Salt Lake City,Utah ,84152,40.729992,-111.859979,Advocacy,Zipcode
5/27/2015 13:25,"Sierra Club, Utah Chapter",Working to protect communities and the environment.,http://www.utah.sierraclub.org/,Mark Clemens,mark.clemens@sierraclub.org,(801) 467-9294,"423 W 800 S, STE A103",Salt Lake City ,Utah ,84101,40.751148,-111.902916,Legal,Address
5/27/2015 13:29,Southern Utah Wilderness Alliance,Preserving Utah's remaining desert lands (America's redrock wilderness) ,http://www.suwa.org,,info@suwa.org,801-486-3161,425 E 100 S,Salt Lake City,Utah ,84111,40.767186,-111.878639,Legal,Address
5/27/2015 13:34,Utah Clean Energy,"Utah Clean Energy advances renewable energy, energy efficiency, and clean energy technologies in Utah and the West.",www.utahcleanenergy.org,Brandy Smith- Communications and Program Coordinator ,brandy@utahcleanenergy.org,801-363-4046,1014 2nd Avenue,Salt Lake City ,Utah,84103,40.771507,-111.859112,Education,Address
5/27/2015 13:51,Utah Physicians for Healthy Environment,Dedicated to protecting the health and well-being of the citizens of Utah by promoting science-based education,http://www.uphe.org/,Tim Wagner- Executive Director,contact@uphe.org, 801-502-5450,, Salt Lake City,Utah,84111,40.752703,-111.884278,Scientific,Zipcode
5/27/2015 13:57,Utah Tar Sands Resistance,Eliminating the first tar sands mining projects in the US,http://www.tarsandsresist.org/,,tarsandsresist@riseup.net,,,Salt Lake City ,Utah ,84111,40.752703,-111.884278,Advocacy,Zipcode
5/27/2015 14:01,Wild Earth Guardians ,Protects and restores wildlife in the American West,http://www.wildearthguardians.org/,John Horning- Executive Director,jhorning@wildearthguardians.org,505-988-9124 ,516 Alto Street,Santa Fe ,New Mexico,87501,35.687625,-105.946322,Legal,Address
7/2/2015 23:06,Concerned Health Professionals of Maryland,"To educate the public, legislators, and other health professionals about the health risks of fracking",www.chpmd.org,Ann Bristow,info@chpmd.org,301-338-1101,325 East 25th St,Baltimore ,Maryland,21218,"39.317827,",-76.611907,Education,Address
7/9/2015 21:51,Chesapeake Legal Alliance,Pro bono legal services towards protection and restoration of the Chesapeake Bay and its watershed.,www.chesapeakelegal.org,Jacqueline Guild,jguild@chesapeakelegal.org,410-216-9441,67 Franklin Street,Annapolis,Maryland,21401,38.977453,-76.494341,Legal,Address
,Flow for Water,Flow for Water's mission is to advance public trust solutions to save the waters of the Great Lakes Basin.,http://flowforwater.org/,Liz Rosan Kirkwood,info@flowforwater.org,231.944.1568,"153 1/2 E. Front St, 203C",Traverse City,Michigan,49684,44.764056,-85.621756,Legal,Address
